,call_type,location
2231,Medical Incident,"(37.73607882495912, -122.38972310330021)"
2232,Structure Fire,"(37.78779428754141, -122.40352972836753)"
2233,Medical Incident,"(37.78444888888193, -122.47258586592497)"
2234,Alarms,"(37.7497020110556, -122.42049933416712)"
2235,Medical Incident,"(37.79053180581528, -122.40391422083457)"
2236,Medical Incident,"(37.79002959568828, -122.39258389903084)"
2237,Alarms,"(37.78486908678819, -122.4650907616346)"
2238,Medical Incident,"(37.77305345322805, -122.41861821745897)"
2239,Medical Incident,"(37.780906077687014, -122.41340129915474)"
2240,Medical Incident,"(37.77775881288114, -122.40811239746021)"
2241,Medical Incident,"(37.7251865159091, -122.46167348831217)"
2242,Medical Incident,"(37.709273263137234, -122.4587594168517)"
2243,Medical Incident,"(37.75303397380586, -122.41858859847325)"
2244,Medical Incident,"(37.77953108466273, -122.41354254868111)"
2245,Medical Incident,"(37.78439649309243, -122.41690045984953)"
2246,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2247,Other,"(37.7486189842755, -122.42598910934868)"
2248,Medical Incident,"(37.75375239188631, -122.48879772930376)"
2249,Alarms,"(37.71554505283677, -122.4736299197386)"
2250,Traffic Collision,"(37.8086023414572, -122.41578579226018)"
2251,Citizen Assist / Service Call,"(37.80566744889192, -122.41276637121642)"
2252,Medical Incident,"(37.80024834663266, -122.43191433209736)"
2253,Medical Incident,"(37.79073739424644, -122.41987274042768)"
2254,Medical Incident,"(37.78186544733037, -122.41428534642068)"
2255,Medical Incident,"(37.80024834663266, -122.43191433209736)"
2256,Medical Incident,"(37.770727334245194, -122.42251458613262)"
2257,Medical Incident,"(37.724537244402676, -122.40505733366857)"
2258,Medical Incident,"(37.77908938322085, -122.43192583901829)"
2259,Alarms,"(37.76396860671989, -122.42414825174671)"
2260,Medical Incident,"(37.75142522120634, -122.43298834001564)"
2261,Medical Incident,"(37.786117211837905, -122.4198542456919)"
2262,Medical Incident,"(37.75857194269895, -122.48423074370487)"
2263,Medical Incident,"(37.72312996518811, -122.43597688749334)"
2264,Medical Incident,"(37.72569244804828, -122.45242796132244)"
2265,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2266,Medical Incident,"(37.7570337296554, -122.4767584370093)"
2267,Medical Incident,"(37.71225539832082, -122.41710441031742)"
2268,Medical Incident,"(37.79128889125585, -122.42251494418716)"
2269,Medical Incident,"(37.78258503328092, -122.41569387210927)"
2270,Other,"(37.80967301887915, -122.36633478764045)"
2271,Medical Incident,"(37.783983641133005, -122.44607204530324)"
2272,Medical Incident,"(37.71191455729681, -122.41600028103755)"
2273,Medical Incident,"(37.76513693122263, -122.4555924948449)"
2274,Elevator / Escalator Rescue,"(37.72094516162954, -122.47827820633243)"
2275,Alarms,"(37.71015560260275, -122.41260428896035)"
2276,Medical Incident,"(37.803458496300436, -122.42672871890325)"
2277,Medical Incident,"(37.803458496300436, -122.42672871890325)"
2278,Medical Incident,"(37.78275371115851, -122.48929247121588)"
2279,Medical Incident,"(37.78065228015227, -122.396589419143)"
2280,Medical Incident,"(37.79282365093117, -122.39703419008931)"
2281,Medical Incident,"(37.764373209666395, -122.41747849146803)"
2282,Alarms,"(37.77453448775663, -122.48218377165352)"
2283,Medical Incident,"(37.7806168446664, -122.41656225429274)"
2284,Alarms,"(37.769637599983724, -122.4376111773998)"
2285,Alarms,"(37.779167421925955, -122.40634642563238)"
2286,Traffic Collision,"(37.77305345322805, -122.41861821745897)"
2287,Medical Incident,"(37.78378929692922, -122.40926630730081)"
2288,Medical Incident,"(37.78158423954212, -122.40803049399214)"
2289,Alarms,"(37.78658885907634, -122.40169229261626)"
2290,Medical Incident,"(37.7806168446664, -122.41656225429274)"
2291,Medical Incident,"(37.76177683437902, -122.43515167277485)"
2292,Traffic Collision,"(37.732739231175, -122.40517104923119)"
2293,Medical Incident,"(37.78356547554972, -122.41505113624923)"
2294,Medical Incident,"(37.78347684038751, -122.4124351407277)"
2295,Medical Incident,"(37.77398143022437, -122.41034413359104)"
2296,Structure Fire,"(37.76010129428169, -122.42142521263986)"
2297,Medical Incident,"(37.73027771542905, -122.42960688954622)"
2298,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2299,Medical Incident,"(37.78701078768754, -122.39997496189893)"
2300,Medical Incident,"(37.77462643903619, -122.44443040139211)"
2301,Other,"(37.80967301887915, -122.36633478764045)"
2302,Medical Incident,"(37.798792800254866, -122.44346286635209)"
2303,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2304,Medical Incident,"(37.79419821654016, -122.40142748608403)"
2305,Traffic Collision,"(37.732739231175, -122.40517104923119)"
2306,Medical Incident,"(37.782900694043285, -122.48608609142353)"
2307,Medical Incident,"(37.759683719967995, -122.50150344808813)"
2308,Medical Incident,"(37.790176140467565, -122.44903223116191)"
2309,Traffic Collision,"(37.78941206020898, -122.4221352092407)"
2310,Structure Fire,"(37.786409613771546, -122.4080362362708)"
2311,Medical Incident,"(37.81922575003474, -122.37097647589864)"
2312,Medical Incident,"(37.785826233665325, -122.43574842648746)"
2313,Medical Incident,"(37.79181790063578, -122.39654935337765)"
2314,Medical Incident,"(37.73940125281089, -122.40684425627677)"
2315,Medical Incident,"(37.72638971036586, -122.41477811758264)"
2316,Medical Incident,"(37.725841088990414, -122.47886510417918)"
2317,Alarms,"(37.76174205380627, -122.44845536085812)"
2318,Medical Incident,"(37.78347684038751, -122.4124351407277)"
2319,Medical Incident,"(37.720869240780196, -122.387247607197)"
2320,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2321,Medical Incident,"(37.78307368870571, -122.44825171262335)"
2322,Medical Incident,"(37.78552673913388, -122.4113010320761)"
2323,Medical Incident,"(37.789063611220065, -122.40180312648046)"
2324,Medical Incident,"(37.737745740922264, -122.43249810888456)"
2325,Medical Incident,"(37.75795456157029, -122.43026851814955)"
2326,Medical Incident,"(37.780971182391774, -122.40870867495441)"
2327,Medical Incident,"(37.78480738867744, -122.41361543826261)"
2328,Medical Incident,"(37.74322084193196, -122.43783766298422)"
2329,Traffic Collision,"(37.766250253873366, -122.3997609611189)"
2330,Medical Incident,"(37.716997993469725, -122.47169239913896)"
2331,Medical Incident,"(37.72569244804828, -122.45242796132244)"
2332,Medical Incident,"(37.78264403568836, -122.41901915724246)"
2333,Medical Incident,"(37.75857194269895, -122.48423074370487)"
2334,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2335,Alarms,"(37.75115715973607, -122.44396837147559)"
2336,Structure Fire,"(37.79210840086005, -122.40093308392923)"
2337,Medical Incident,"(37.780906077687014, -122.41340129915474)"
2338,Medical Incident,"(37.7570337296554, -122.4767584370093)"
2339,Alarms,"(37.78347684038751, -122.4124351407277)"
2340,Medical Incident,"(37.72728446113041, -122.38422375734943)"
2341,Medical Incident,"(37.739934924023586, -122.38272400008509)"
2342,Citizen Assist / Service Call,"(37.80566744889192, -122.41276637121642)"
2343,Alarms,"(37.78695216306006, -122.4410718228005)"
2344,Alarms,"(37.73673251004218, -122.38056655890533)"
2345,Medical Incident,"(37.74213368194098, -122.42501817475811)"
2346,Medical Incident,"(37.75524530990762, -122.39565974671002)"
2347,Other,"(37.80967301887915, -122.36633478764045)"
2348,Outside Fire,"(37.788126303439334, -122.41765721404082)"
2349,Traffic Collision,"(37.7694111910912, -122.41093108914488)"
2350,Medical Incident,"(37.786117211837905, -122.4198542456919)"
2351,Structure Fire,"(37.78779428754141, -122.40352972836753)"
2352,Medical Incident,"(37.78234046805375, -122.40377191669008)"
2353,Medical Incident,"(37.78211033314212, -122.40319643666187)"
2354,Structure Fire,"(37.786409613771546, -122.4080362362708)"
2355,Medical Incident,"(37.757241812980055, -122.39589446802658)"
2356,Medical Incident,"(37.784807409256345, -122.40947169091669)"
2357,Medical Incident,"(37.7980497141877, -122.40682990961876)"
2358,Medical Incident,"(37.80047599749315, -122.405077189041)"
2359,Alarms,"(37.723644272113795, -122.4545988591746)"
2360,Structure Fire,"(37.78778674234962, -122.40307088677874)"
2361,Medical Incident,"(37.80587147267892, -122.41540485645262)"
2362,Medical Incident,"(37.79073739424644, -122.41987274042768)"
2363,Medical Incident,"(37.75857194269895, -122.48423074370487)"
2364,Medical Incident,"(37.77953108466273, -122.41354254868111)"
2365,Medical Incident,"(37.74865938229921, -122.41268763243282)"
2366,Medical Incident,"(37.75956146677175, -122.41701813410828)"
2367,Medical Incident,"(37.77775881288114, -122.40811239746021)"
2368,Medical Incident,"(37.76331659698776, -122.4582059885873)"
2369,Medical Incident,"(37.77305345322805, -122.41861821745897)"
2370,Medical Incident,"(37.75463258903568, -122.41873973942029)"
2371,Medical Incident,"(37.79259308230422, -122.41940178528543)"
2372,Alarms,"(37.74799968099974, -122.4208218649126)"
2373,Medical Incident,"(37.72210897525517, -122.39591866592376)"
2374,Medical Incident,"(37.73465413777529, -122.43515067889976)"
2375,Alarms,"(37.75922029758928, -122.46331160714958)"
2376,Medical Incident,"(37.76908276792404, -122.41335347266256)"
2377,Medical Incident,"(37.78479798382838, -122.43966386735134)"
2378,Medical Incident,"(37.78202243717766, -122.4130541482534)"
2379,Medical Incident,"(37.7980497141877, -122.40682990961876)"
2380,Medical Incident,"(37.76513693122263, -122.4555924948449)"
2381,Medical Incident,"(37.73448127491943, -122.39191206697484)"
2382,Structure Fire,"(37.78068110292417, -122.47177545846)"
2383,Structure Fire,"(37.78778674234962, -122.40307088677874)"
2384,Structure Fire,"(37.78068110292417, -122.47177545846)"
2385,Medical Incident,"(37.78486624373789, -122.4127821282671)"
2386,Outside Fire,"(37.715064588360825, -122.38252205843774)"
2387,Other,"(37.803458496300436, -122.42672871890325)"
2388,Structure Fire,"(37.72623624497357, -122.43362359229289)"
2389,Medical Incident,"(37.7141452033327, -122.45411835867898)"
2390,Medical Incident,"(37.733860063315234, -122.44505721329281)"
2391,Alarms,"(37.78960248888888, -122.39747118975522)"
2392,Medical Incident,"(37.75662692971059, -122.41234195563894)"
2393,Citizen Assist / Service Call,"(37.75735157787322, -122.45116003893487)"
2394,Medical Incident,"(37.78788961277273, -122.40104304461542)"
2395,Outside Fire,"(37.78515093921559, -122.43308340023538)"
2396,Medical Incident,"(37.798511068450125, -122.40976909112528)"
2397,Medical Incident,"(37.78434553646269, -122.40778514612064)"
2398,Medical Incident,"(37.78258503328092, -122.41569387210927)"
2399,Medical Incident,"(37.780660147235345, -122.43129340624525)"
2400,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2401,Medical Incident,"(37.78490368112744, -122.41623404905579)"
2402,Alarms,"(37.78486908678819, -122.4650907616346)"
2403,Structure Fire,"(37.78778674234962, -122.40307088677874)"
2404,Medical Incident,"(37.7820730668609, -122.41222073685391)"
2405,Medical Incident,"(37.75835046343877, -122.4246329235907)"
2406,Medical Incident,"(37.773001694358506, -122.42726039961899)"
2407,Gas Leak (Natural and LP Gases),"(37.787277154617044, -122.41682519978644)"
2408,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2409,Gas Leak (Natural and LP Gases),"(37.79295308703109, -122.40153107531542)"
2410,Alarms,"(37.78486908678819, -122.4650907616346)"
2411,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2412,Medical Incident,"(37.780742579287136, -122.45506367529592)"
2413,Medical Incident,"(37.78186544733037, -122.41428534642068)"
2414,Medical Incident,"(37.77383197167704, -122.42483458741631)"
2415,Medical Incident,"(37.73465413777529, -122.43515067889976)"
2416,Medical Incident,"(37.780906077687014, -122.41340129915474)"
2417,Medical Incident,"(37.74322084193196, -122.43783766298422)"
2418,Alarms,"(37.78128768709087, -122.41131805537074)"
2419,Structure Fire,"(37.79102834173834, -122.4208486210382)"
2420,Medical Incident,"(37.783991485761376, -122.4080665478042)"
2421,Medical Incident,"(37.71015560260275, -122.41260428896035)"
2422,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2423,Alarms,"(37.769377264822296, -122.42951142905196)"
2424,Medical Incident,"(37.78650385758312, -122.42997893499373)"
2425,Medical Incident,"(37.774883227051106, -122.49503787075449)"
2426,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2427,Outside Fire,"(37.78515093921559, -122.43308340023538)"
2428,Medical Incident,"(37.76690257209692, -122.42314185093592)"
2429,Medical Incident,"(37.78465713930646, -122.41443019937971)"
2430,Outside Fire,"(37.77837185760401, -122.434240837391)"
2431,Medical Incident,"(37.78191397441793, -122.41303219395635)"
2432,Alarms,"(37.77006294472443, -122.45024394053785)"
2433,Alarms,"(37.787755911127356, -122.39070075386388)"
2434,Medical Incident,"(37.78176159407453, -122.41105817541424)"
2435,Medical Incident,"(37.751435275745365, -122.41843553802961)"
2436,Medical Incident,"(37.78111921215415, -122.41259697063744)"
2437,Medical Incident,"(37.79364042346887, -122.39701034779809)"
2438,Outside Fire,"(37.767683452315204, -122.43064152639845)"
2439,Medical Incident,"(37.77383197167704, -122.42483458741631)"
2440,Medical Incident,"(37.76331659698776, -122.4582059885873)"
2441,Alarms,"(37.769377264822296, -122.42951142905196)"
2442,Other,"(37.74143204464329, -122.39393200895039)"
2443,Medical Incident,"(37.721793792535756, -122.39701479366113)"
2444,Alarms,"(37.78128768709087, -122.41131805537074)"
2445,Medical Incident,"(37.746504037822014, -122.41937471975879)"
2446,Medical Incident,"(37.78439649309243, -122.41690045984953)"
2447,Alarms,"(37.78658885907634, -122.40169229261626)"
2448,Medical Incident,"(37.72848944263902, -122.42999537572818)"
2449,Medical Incident,"(37.77314480117134, -122.391472934142)"
2450,Medical Incident,"(37.784960259561764, -122.41954785494165)"
2451,Medical Incident,"(37.770727334245194, -122.42251458613262)"
2452,Medical Incident,"(37.746533078603754, -122.50273700989734)"
2453,Medical Incident,"(37.77953108466273, -122.41354254868111)"
2454,Other,"(37.80967301887915, -122.36633478764045)"
2455,Traffic Collision,"(37.74865938229921, -122.41268763243282)"
2456,Medical Incident,"(37.79577785488296, -122.4049818178887)"
2457,Medical Incident,"(37.733860063315234, -122.44505721329281)"
2458,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2459,Medical Incident,"(37.73438242623836, -122.49450229473872)"
2460,Medical Incident,"(37.780052503081095, -122.40977382526012)"
2461,Medical Incident,"(37.77589418602964, -122.41949151218599)"
2462,Medical Incident,"(37.79073739424644, -122.41987274042768)"
2463,Medical Incident,"(37.78347684038751, -122.4124351407277)"
2464,Medical Incident,"(37.78139586688252, -122.41798799626775)"
2465,Medical Incident,"(37.78502466068867, -122.41197189056628)"
2466,Alarms,"(37.71554505283677, -122.4736299197386)"
2467,Medical Incident,"(37.78777701642815, -122.41201048787994)"
2468,Structure Fire,"(37.78779428754141, -122.40352972836753)"
2469,Medical Incident,"(37.782900694043285, -122.48608609142353)"
2470,Medical Incident,"(37.737745740922264, -122.43249810888456)"
2471,Medical Incident,"(37.757307610017534, -122.40661980269415)"
2472,Other,"(37.80967301887915, -122.36633478764045)"
2473,Medical Incident,"(37.77295739256698, -122.42375838021879)"
2474,Gas Leak (Natural and LP Gases),"(37.787277154617044, -122.41682519978644)"
2475,Citizen Assist / Service Call,"(37.76269793290689, -122.43254185627747)"
2476,Medical Incident,"(37.78087725854987, -122.41450689871087)"
2477,Medical Incident,"(37.716997993469725, -122.47169239913896)"
2478,Medical Incident,"(37.735961339221696, -122.3901480451969)"
2479,Medical Incident,"(37.77762423892872, -122.39998111124002)"
2480,Medical Incident,"(37.71340778463554, -122.46355845115284)"
2481,Alarms,"(37.71751346798067, -122.48059457446064)"
2482,Structure Fire,"(37.784205674933816, -122.40761273180911)"
2483,Structure Fire,"(37.78779428754141, -122.40352972836753)"
2484,Medical Incident,"(37.79123408461944, -122.40405694935014)"
